Business name,Webiste,Address,Number,Email,Note,,Worker,,,,,,,,,,
Brow Friends Forever,https://instagram.com/bff.browfriendforever?utm_medium=copy_link,"L1 40 North East road Walkerville, Adelaide, South Australia 5061",61 413 919 411,,Email N/F,,,,,,,,,,,,
Phi Permanent Makeup- Cosmetic Tattoo Adelaide,https://www.instagram.com/Phi_permanentmakeup?fbclid=IwY2xjawHLf2lleHRuA2FlbQIxMAABHdAld2MkokqNGdmYUi9z90teEtgmpQgKQ5xThVa7tLyG1UtgKXqFMKMMGw_aem_ucZkVMeeKDYxz761XtL5-g,"Norwood SA, Australia",61 8 7226 8655,info@phipermanentmakeup.com.au,,,Ammar,,,,,,,,,,
Hobart Tattoo Collective,http://www.hobarttattoocollective.com.au/,"78 Bathurst Street Hobart, TAS, Australia 7000",61 411 230 388,hobart.tattoo@gmail.com,,,Ammar,,,,,,,,,,
In Unison Tattoo Studio,https://www.facebook.com/p/In-Unison-Tattoo-Studio-61555368162207/,"Level 3/65 Murray Street Hobart, TAS, Australia 7000",61 456 717 928,Inunisontattoostudio@gmail.com,,,Ammar,,,,,,,,,,
Walk the Line Tattoo Co,https://www.facebook.com/Walkthelinetattooco/,"147 Liverpool Street Hobart Tasmania Hobart, TAS, Australia 7000",61 3 6231 3157,walkthelineco@gmail.com,,,Ammar,,,,,,,,,,
Sand & stone Ink,https://www.facebook.com/sandandstoneink/,"208A Liverpool street Hobart, TAS, Australia 7000",61 459 442 934,sandandstoneink@hotmail.com,,,Ammar,,,,,,,,,,
White Rabbit Studio,https://www.whiterabbittattooremoval.com/,"68 Brisbane St Hobart, TAS, Australia 7000", 0432 461 651,info@whiterabbittattooremoval.com,,,Ammar,,,,,,,,,,
Toji Ink Tattoo,https://www.tojitattoo.com.au/bookings,"Shop 1 / 184 Sandy Bay Road, Hobart, Tasmania 7005",,toji.ink.studio@gmail.com,,,Ammar,,,,,,,,,,
Titan Tattoos & Body Piercing,https://facebook.com/Titan-Tattoos-295611907749/,"125 Main Rd. Moonah, TAS, Australia 7009",61 3 6228 6222,titantatts@live.com,,,Ammar,,,,,,,,,,
Off Ya Tree Hobart,http://www.offyatree.com.au/,"Hobart TAS, Australia",61 3 6144 4145,,Dubalicate,,,,,,,,,,,,
Tech Neek Cosmetic Tattooing,http://www.techneekcosmetictattooing.com.au/,"2/31 Cambridge Road Bellerive, TAS, Australia 7018",61 408 220 311,techneektas@gmail.com,,,Ammar,,,,,,,,,,
The Gallery Tattoo Studio,http://www.thegallerytattoostudiobendigo.com/,"19b Chancery lane Bendigo, VIC, Australia 3550",61 3 5442 4942,gallerybendigo@gmail.com,,,Ammar,,,,,,,,,,
King of Rings,https://www.facebook.com/kingofrings666,"350 Hargreaves Street Bendigo, VIC, Australia 3550",61 3 5443 3740,kingofrings350@gmail.com,,,Ammar,,,,,,,,,,
The black lantern tattoo collective,https://www.facebook.com/theblacklanterntattoocollective/,"9 Bath Ln, Bendigo VIC 3550, Australia",,theblacklanterntattooclctv@gmail.com,,,Ammar,,,,,,,,,,
Sailors Devil,https://sailorsdevil.company.site/,"Shop 7 Centreway Arcade, Bendigo, Victoria 3550",61 3 5498 8462,sailorsdevil@gmail.com,,,Ammar,,,,,,,,,,
Blank Canvas Tattoos,https://www.facebook.com/blank.canvas.560/,"3 King St, Bendigo VIC 3550, Australia",61 3 5442 8274,blankcanvastattoos@live.com.au,,,Ammar,,,,,,,,,,
Silver Tongue Bendigo,http://www.silvertonguebendigo.com.au/,"11 Mitchell street Bendigo, VIC, Australia 3550",61 3 5443 4539,silvertonguebp@gmail.com,,,Ammar,,,,,,,,,,
Black Wren Tattoo Bendigo,https://instagram.com/black.wren.tattoo,"3B Margaret Cres, Flora Hill VIC 3550, Australia",61 409 743 966,black.wren.bendigo@gmail.com,,,Ammar,,,,,,,,,,
Raw Ink Tattoos,https://www.facebook.com/rawinktatt.oos.7,"98 High Street Kangaroo Flat, VIC, Australia 3555",61 3 4433 1608,rawink@y7mail.com,,,Ammar,,,,,,,,,,
Pagan Lore Tattoo and Beauty,https://www.facebook.com/p/Pagan-Lore-Tattoo-61550616326741/,"272 Hargreaves St Bendigo, VIC, Australia 3550",61 448 744 521,paganlore.tattoo@gmail.com,,,Ammar,,,,,,,,,,
Divine Tattoo Studio,https://www.facebook.com/p/Divine-Tattoo-Studio-100083207708557/,"16 high st Eaglehawk, VIC, Australia 3556",61 3 9100 3745,DivineTattooStudio@outlook.com.au,,,Ammar,,,,,,,,,,
Velvet Alley Tattoo,http://www.facebook.com/VelvetAlleyTattoo,"229a Kline St Ballarat, VIC, Australia 3350",,tattoosbyquinn@gmail.com,,,Ammar,,,,,,,,,,
Lovers Den | Tattoo Studio Ballarat,https://www.loversden.tattoo/,"Commercial Street Buninyong, VIC, Australia 3357",61 407 473 696,info@loversden.tattoo,,,Ammar,,,,,,,,,,
Skin & Ink Studios,http://www.skininkstudios.com/,"Rear of Shop 90, Bridge Mall Crn Peel & Little Bridge St Ballarat, VIC, Australia 3350",61 407 473 696,skininkstudios@outlook.com,,,Ammar,,,,,,,,,,
Living Colour Tattoo Studio,https://www.facebook.com/Living-Colour-Tattoo-Studio-129335092660325,"1221c Howitt Street Wendouree, VIC, Australia 3355",61 3 7036 4090,livingcolourballarat@gmail.com,,,Ammar,,,,,,,,,,
Black Label Tattoo Collective,http://blacklabeltattooco.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2145701412013446470,"315 Glenelg Hwy Smythes Creek, 3351 Australia",61 3 4343 1108,bltattoocollective@gmail.com,,,Ammar,,,,,,,,,,
Fluntboy Tattooz,https://www.facebook.com/fluntboytattooz/,"70 Tamar St, Launceston TAS 7250, Australia",61 420 907 388,hoongfatt@facebook.com,,,Ammar,,,,,,,,,,
Emporia Tattoo,http://www.emporiatattoo.com.au/,"Level 1, 80 Brisbane Street Launceston, TAS, Australia 7250",,Emporiatattoo@gmail.com,,,Ammar,,,,,,,,,,
Takumi Tattoo,http://www.instagram.com/_takumi137_/?hl=en,"137 St. John street Launceston, Tasmania.",61 3 6776 1810,info@takumitattoo.com.au,,,Ammar,,,,,,,,,,
Of Kings & Gods,https://www.facebook.com/ofkingsandgods,"137 George Street Launceston, TAS, Australia 7250",61 3 6334 1442,jimmykinggods@outlook.com,,,Ammar,,,,,,,,,,
Celestial Body Art,https://www.facebook.com/LucasLockwoodTattoo,"Launceston, TAS, Australia 7250",61 423 136 825,lucas_lockwood@hotmail.com.au,,,Ammar,,,,,,,,,,
Shazz @ Tattoo Parlour,http://tattooparlour22.com/,"Tattoo Parlour, 50 Bathurst St, Launceston TAS 7250",61 428 914 059,Shazztatt@Yahoo.com,,,Ammar,,,,,,,,,,
Launceston Tattoos,https://www.facebook.com/profile.php?id=100063358644844,"422 westbury rd Launceston, TAS, Australia 7250",61 3 6340 1884,launcestontattoos@hotmail.com,,,Ammar,,,,,,,,,,
Tsunami Tattoo,https://www.facebook.com/p/Tsunami-Tattoo-100063884088494/,"2B Penquite Rd Newstead, TAS, Australia 7250",61 3 6333 4066,tsunamitattoos@outlook.com,,,Ammar,,,,,,,,,,
The Tattoo Society,https://www.facebook.com/thetattoosociety/,"Launceston TAS, Australia",61 480 368 124,thetattoosociety1@gmail.com,,,Ammar,,,,,,,,,,
High Hopes Tattoo,http://www.highhopestattoo.com.au/,"1/140 Crown Street Wollongong, NSW, Australia 2500",61 2 4229 3301,info@highhopestattoo.com.au,,,Ammar,,,,,,,,,,
Hearts Tattoo,https://www.heartstattoo.com.au/,"Upstairs 11/74 Kembla Street, Wollongong, NSW 2500",,heartstattooing@gmail.com,,,Ammar,,,,,,,,,,
Aftermath Tattoo Gallery,https://www.facebook.com/crowninkwollongong/,"297 Crown Street Wollongong, NSW, Australia 2500",61 2 4229 9388,hollywood.tattoos@icloud.com,,,Ammar,,,,,,,,,,
Spicy Ink,https://spicyinkofficial.com/,"118-126 Princes Highway, Wollongong, New South Wales 2519",,spicyinkofficial@gmail.com,,,Ammar,,,,,,,,,,
Harry Morgan Tattoo,http://www.harrymorgan.com.au/,"Warrawong NSW, Australia",,info@harrymorgan.com.au,,,Ammar,,,,,,,,,,
Tattoo Saloon & Minaki Ink Cosmetic Tattooing L/N 01143,https://www.tattoosaloon.com.au/?fbclid=IwZXh0bgNhZW0CMTEAAR2Lp_K3D2R3uZE9B8O80FMxnd0kaapzsiFOJEO6-vj_4FMuHefgqqV-kdo_aem_Nqr_1NPKHlrj_nt5OcB0sg,"168 Cowper Street Warrawong, NSW, Australia 2502",61 2 4200 7864,bookings@tattoosaloon.com.au,,,Ammar,,,,,,,,,,
Adrenalink Tattoo Studio,https://www.facebook.com/adrenalinktattooconiston,"2/134 Gladstone Ave, Coniston NSW 2500 Wollongong, NSW, Australia 2500",61 2 4228 8696,adrenalinktattoo@gmail.com,,,Ammar,,,,,,,,,,
SouthCoast Tattoo,https://www.instagram.com/southcoast_tattoo/?hl=en,"422 Princes Hwy Corrimal, NSW, Australia 2518",61 2 4283 7135,shop@southcoasttattoo.com,,,Ammar,,,,,,,,,,
Timeless Tattoo Windang,https://www.facebook.com/p/Timeless-Tattoo-Windang-100087381231807/,"1/322 Windang Road 2528, Windang NSW, Australia",61 466 373 545,timelesstattoowindang@gmail.com,,,Ammar,,,,,,,,,,
Original NuYu,http://originalnuyu.com.au/,"8 Mangerton Road Wollongong, NSW, Australia 2500",61 2 4227 2036,nuyu@optusnet.com.au,,,Ammar,,,,,,,,,,
Soul Expression Tattoo/barber,https://www.facebook.com/soulexpressiontattoo/,"9/264 Lawrence Hargrave Drive Thirroul, Wollongong, New South Wales 2515",61 2 4268 4155,soulexpressiontattoo@hotmail.com,,,Ammar,,,,,,,,,,
Classic Tattoo Shellharbour,https://www.classictattoo.com.au/,"16 addison st Shellharbour, NSW, Australia 2529",61 2 4296 0592,shop@classictattoo.com.au,,,Ammar,,,,,,,,,,
All Ink Tattoo,https://www.allinktattoo.com.au/,"Shop 49 A Warilla Grove 43-57 Shellharbour Road Shellharbour, NSW, Australia 2528",61 406 583 074,info@allinktattoo.com.au,,,Ammar,,,,,,,,,,
Conspiracy Tattoo,https://www.conspiracytattoo.com.au/,"27 Baylis St, Wagga Wagga NSW",61 2 6921 6626,conspiracyink@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Whisky Time Tattoo,https://www.facebook.com/whiskytimetattoo/,"577 Ruthven Street, Toowoomba, QLD, Australia, Queensland",61 7 4599 3144,whiskeybarreltatt@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
White Lion Custom Tattoo,https://sitelift.site/whitelioncustomtattoo/,14 Archibald Street Toowoomba City 4350,61 480 418 059,wlc.tattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Dark Martyr Tattoo,http://www.facebook.com/pg/darkmartyrtattoo,"74 Russell St, Toowoomba City QLD 4350, Australia",61 401 902 869,dark-martyr-tattoo@hotmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Kings Tattoo Company,http://kingstattoocompany.com.au/,"Cnr of Russell & Keefe Street, Toowoomba, QLD 4350",61 466 155 422,kingstattoocompany@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Adams Family Tattoo Studio,https://www.facebook.com/theadamsfamilytattoostudio/,"Shop 9/8 Hume St, North Toowoomba QLD 4350, Australia",61 424 787 320,inbox@adamsfamilytattoo.com.au,,,Shahwaiz Farooq,,,,,,,,,,
One 12 Tattoo,https://www.facebook.com/p/One12tattoo-100063674794957/,"419 Ruthven St, Toowoomba City QLD 4350, Australia",503 231 4222,tay.tattooer@gmail.com ,,,Shahwaiz Farooq,,,,,,,,,,
Rose & Thorn Tattoo Studio,https://www.roseandthorntattoostudio.com/,"Shop 4/10475 New England Hwy, Highfields QLD, 4352",,roseandthorntattoostudio@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
SkinKandy Toowoomba,https://skinkandy.com/,,61 7 4613 0139,,Not a Tattoo Website,,,,,,,,,,,,
Auralite Beauty & Cosmetic Tattoo,http://www.auralitebeauty.com/,,61 7 4632 4579,,Not a  Tattoo Website,,,,,,,,,,,,
Liege Cosmetic Studio,https://www.fresha.com/a/liege-cosmetic-studio-kearneys-spring-128-kearney-street-hbn5gr8y/all-offer?menu=true,,61 481 948 951,,Not a  Tattoo Website,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Artistic Ink Tattoo Studio,https://www.facebook.com/ArtisticInkTattooStudio,"27 William Street, Gladstone, QLD, Australia, Queensland",61 7 4972 8687,artisticinktattoo@hotmail.com,,,Salman Ahmed,,,,,,,,,,
True Colours Tattooing Studio,,,61 7 4972 7377,,Website N/A,,,,,,,,,,,,
The Painted Ape Tattoo Studio,,,,,Website N/A,,,,,,,,,,,,
Black Dagger Tattoo,http://allmylinks.com/blackdaggertattoo,,,,Email N/A,,,,,,,,,,,,
ModScene - Piercing Studio - Operating from Black Dagger,https://www.facebook.com/ModScenePiercingStudio/,,,,Not a  Tattoo Website,,,,,,,,,,,,
Arc Brow Tattoo,https://www.arcbrowtattoo.com.au/,,61 447 286 328,,Not a  Tattoo Website,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Grannys Grave Tattoo Studio,https://www.instagram.com/grannysgravetattoo,"161 Kepler St, Warrnambool VIC 3280, Australia",61 3 5561 2177,grannysgrave@gmail.com,,,Salman Ahmed,,,,,,,,,,
Southern Guns Tattoo,https://www.instagram.com/southerngunstattoo/,,61 3 5561 3280,,Email N/A,,,,,,,,,,,,
Eastern Tattoo And Piercing,https://www.facebook.com/easterntattoo.croydon/,"171 Liebig St, Warrnambool, VIC, Australia, Victoria",61 421 755 028,easterntattoo@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Piercing and Hair by Georgia,http://www.facebook.com/piercingandhairbygeorgia,,61 3 5561 2467,,Not a  Tattoo Website,,,,,,,,,,,,
Hairhouse Warrnambool,https://www.hairhouse.com.au/store/warrnambool?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=warrnambool,,61 3 5561 0578,,Websit Hairhouse ,,,,,,,,,,,,
Sisterly Stickers,https://www.instagram.com/sisterlystickers/,,61 411 531 677,,Email N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Image Ink Tattoo Co.,http://www.facebook.com/imageinktattooco,,61 2 4421 0608,,Dubalicate,,,,,,,,,,,,
Gallery 14,https://www.instagram.com/gallery14tattoo,,61 2 4426 6188,,Dubalicate,,,,,,,,,,,,
Iron Anvil,http://ironanviltattoo.com.au/,,61 2 4426 4252,,Email N/A,,,,,,,,,,,,
Alchemie Ink,https://www.thealchemiecollective.com/,,61 474 950 315,,Dubalicate,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Gold Empire Tattoo Barber,https://www.facebook.com/kustominkstudios/,340 Shakespeare St. Shop 3. Mackay Queensland 4740. Australia,61 7 4957 6428,,Duplicate,,,,,,,,,,,,
Kustom Ink Studios,https://m.facebook.com/maideninktattoos/,,,,Dubalicate,,,,,,,,,,,,
Maiden Ink Tattoos,https://www.facebook.com/maideninktattoos/?_rdr,"11B Grendon St, North Mackay QLD 4740, Australia",61 7 4953 0355,,Dubalicate,,,,,,,,,,,,
Mad Monk Tattoo,https://m.facebook.com/stateoftheartmackay/,,61 7 4944 1700,,Dubalicate,,,,,,,,,,,,
State of the Art Tattooing,https://www.facebook.com/stateoftheartmackay/,"Shop 6 / 13 - 17 Evans Avenue, Post Office Plaza, Mackay, QLD, Australia, Queensland",61 7 4944 1024,,Dubalicate,,,,,,,,,,,,
Clinical Skin (by appointment only),,,61 488 191 990,,Not a  Tattoo Website,,,,,,,,,,,,
Tritone Tattoo,https://www.facebook.com/p/TriTone-Tattoo-100075626247116/,"Unit 3/13 Sydney St, Mackay QLD 4740, Australia",,,Email N/A,,,,,,,,,,,,
Tickles Tattoo,https://www.facebook.com/p/Tickles-Tattoo-100063792840100/,"91 Bolsover St, Rockhampton, QLD, Australia, Queensland",61 467 204 132,madgoulie16@gmail.com,,,Salman Ahmed,,,,,,,,,,
Surreal Skin,,,,,Website N/A,,,,,,,,,,,,
FX LASER Tattoo Removal,https://www.facebook.com/fxlasertattooremovalmackay,"238 Shakespeare St, Mackay QLD 4740, Australia",61 419 903 982,fxlasertattooremoval@gmail.com,,,Salman Ahmed,,,,,,,,,,
Envy Cosmetic Tattooing,https://www.facebook.com/ENVYcosmetictattoo/,"86 Victoria St, Mackay QLD 4740, Australia",61 431 671 286,envy.cosmetictattooing@gmail.com,,,Salman Ahmed,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Fraser Coast Tattoo,https://frasercoasttattoo.com/,,61 7 4128 2522,,Email N/A,,,,,,,,,,,,
Talisman Tattoo,https://m.facebook.com/talismantattoo.herveybay?_rdr,"Shop 3/33 Main Street, Hervey Bay, QLD, Australia, Queensland",61 7 4194 1286,Talismantatt2@gmail.com,,,Salman Ahmed,,,,,,,,,,
Tattoo Piercing Permanent Makeup Hervey Bay Tattoochique,http://www.tattoochique.com.au/,"Hervey Bay, QLD, Australia, Queensland",0481 399 222 ,tattoochique@outlook.com,,,Salman Ahmed,,,,,,,,,,
InkArt Tattoo Studio,https://inkcandytattoo.com.au/,"697 Albany Highway, East Victoria Park, WA 6101, Australia",61 7 4325 3344,,Dubalicate,,,,,,,,,,,,
Skin Science & Hair Removal Clinic,https://skinscienceherveybay.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,61 7 4125 6179,,Skin Science & Hair Removal Website,,,,,,,,,,,,
Atomic Punk Tattoo,https://www.facebook.com/p/Atomic-Punk-Tattoo-61561135431087/,"1/51 Torquay Rd, Hervey Bay, QLD, Australia, Queensland",61 7 4148 7928,atomicpunktattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Eternal Sanctum Tattoo,http://www.facebook.com/eternalsanctumtattoo,"13 AMP Lane, Albury, NSW, Australia, New South Wales",61 478 730 067,eternalsanctumtattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Liquid Sticker Tattoo Company,https://www.facebook.com/NorthAlbury/,"1090 Mate St, North Albury NSW 2640, Australia",61 2 6040 1528,liquidsticker2020@gmail.com,,,Salman Ahmed,,,,,,,,,,
Pepper Studio,http://www.pepperstudio.au/,"Suite 2, 459 David Street Albury, NSW, Australia 2640",61 423 562 261,Hello@pepperstudio.info,,,Salman Ahmed,,,,,,,,,,
Mattoo Ink,https://www.facebook.com/MattooInk/,"1/441 Dean St Albury, NSW, Australia 2640",61 406 310 836,mattooink22@gmail.com,,,Salman Ahmed,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Studio Ink,,,61 8 8644 0700,,Website N/A,,,,,,,,,,,,
Tattoo Addiction,,"12 Forsyth St Whyalla, South Australia",61 8 8645 5355,,Website N/A,,,,,,,,,,,,
Black Dragon Tattoo Lounge,https://www.facebook.com/Blackdragontattoolounge/,"83a Commercial Road Port Augusta, SA, Australia 5700",61 3 9769 6400,blackdragontattoolounge@outlook.com,,,Salman Ahmed,,,,,,,,,,
Comfortably Numb Tattoo,http://www.facebook.com/comfortablynumbtattoo,"357 Kent St, Maryborough, QLD, Australia, Queensland",61 7 4301 8136,comfortablynumbtattooing@gmail.com,,,Salman Ahmed,,,,,,,,,,
Under The Gun Tattooing & Body Piercing,https://www.facebook.com/underthe.guntattooing/,"1/88 Ellena St, Maryborough QLD 4650, Australia",61 7 4123 6333,underthegun088@gmail.com,,,Salman Ahmed,,,,,,,,,,
Sunflower Ink Tattoo,https://www.sunflowertattoostudio.com/,"Maryborough, QLD, Australia",,james@sunflowertattoostudio.com,,,Salman Ahmed,,,,,,,,,,
Justinkin pty Ltd,https://www.instagram.com/justinkin_pty_ltd/,"49 Yaralla St, Maryborough QLD 4650, Australia",61 413 820 424,justinnkussrow@gmail.com,,,Salman Ahmed,,,,,,,,,,
Lucky Soul Tattoo Studio,https://www.luckysoultattoostudio.com.au/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13290106625251183417,,61 439 265 825,,Not a  Tattoo Website,,,,,,,,,,,,
Dead City Tat2,http://www.facebook.com/deadcitytat2,"15 odessa street granville qld 4650, Maryborough, QLD, Australia, Queensland",61 474 532 707,deadcitytat2@gmail.com,,,Salman Ahmed,,,,,,,,,,
Pretty in pink ink,https://www.facebook.com/prettyinpinkink/,"15 Annie St, Tinana QLD 4650, Australia",61 401 882 967,allyjadek@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Kode Ink Tattoo,http://www.kodeinktattoo.com.au/,"Shop 4, 87 Gympie Road Tinana, QLD 4650",,kodeinktattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
JAKETATTZ private studio,https://www.instagram.com/jaketattz/,"88 Ellena St, Maryborough QLD 4650, Australia",,jaketulk@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Ink Envy Tattoo Studio,https://www.instagram.com/inkenvy71/?hl=en,"21 Wik•not SO TAS 7320, Australia",61 3 6400 1763,inkenvy71@gmail.com,,,Salman Ahmed,,,,,,,,,,
Bangarang Body Art,https://www.facebook.com/BangarangBodyArt/,"58b Cattley Street, Burnie, TAS, Australia, Tasmania",61 3 6431 6006,Bangarangbodyart@gmail.com,,,Salman Ahmed,,,,,,,,,,
Le Salon,,,,,Salon Website,,,,,,,,,,,,
From Soul to Sanctity,https://www.facebook.com/soultosanctity/,"2 Dalley St, East Lismore NSW 2480, Australia", 61 404 148 508,cwest666@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Amethyst Pokes,https://www.instagram.com/amethystpokes/,"2/38 Carrington St, Lismore NSW 2480, Australia",,,Email N/A,,,,,,,,,,,,
Artillery Bodyart Tattoo and Body piercing Studio East Lismore,https://www.facebook.com/soultosanctity,"2 Dalley street , East Lismore, NSW, Australia, New South Wales", 61 406 968 522,,Dubalicate,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Rockhampton Tattoo Studio,,,61 7 4927 5605,,Website n/A,,,,,,,,,,,,
The Arrow's End Tattoo Parlour,https://www.facebook.com/thearrowsend/,"151 East St, Rockhampton City QLD 4700",61 7 4921 1000,thearrowsend@gmail.com,,,Salman Ahmed,,,,,,,,,,
Redback !nk Tattoo Studio,https://www.redbackinktattoostudio.com.au/,"2/295 Richardson Rd, Kawana, 4701, QLD, Australia",61 481 140 460,redbackink@live.com.au,,,Salman Ahmed,,,,,,,,,,
Ink City Tattoo,https://www.facebook.com/p/Ink-City-Tattoo-100032105395750/,"125 Alexandra St, Park Averue QLD 4701, Australia",61 7 4926 7555,ink-city-tattoo@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Hello Stranger Tattoo Parlour,https://www.instagram.com/hello.stranger.tattoo/,"227 Berserker St, Berserker QLD 4701, Australia",61 7 4914 0709,hellostrangertattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Miami Lane Tattoo,https://www.facebook.com/BreeCornickTattoos/,"Shop 4/25 East st, Rockhampton City, QLD, Australia, Queensland",,Miamilanetattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Tickles Tattoo,,,61 467 204 132,,Dubalicate,,,,,,,,,,,,
Skin Fantasy Tattoo & Body Piercing,https://www.skinfantasytattoo.com.au/,"5/112 Keppel St, Bathurst NSW 2795 Australia",61 2 6332 1544,sandy_skinfantasy@bigpond.com,,,Salman Ahmed,,,,,,,,,,
Sage Studios,https://sagestudios.bigcartel.com/,"139 George St, Bathurst NSW 2795, Australia",61 400 377 510,,Dubalicate,,,,,,,,,,,,
UNIFY Private Studio,http://www.unifyprivatestudio.com/,"63 George St. Bathurst NSW 2795, Australia",,contact@unifyprivatestudio.com,,,Salman Ahmed,,,,,,,,,,
8848 Tattoo Studio,https://www.facebook.com/mohanmti/,"106 William St, Bathurst NSW 2795, Australia",61 414 685 663,8848tattoostudio@gmail.com,,,Salman Ahmed,,,,,,,,,,
Damaz Piercing Studio,https://www.facebook.com/p/DaMaz-Piercing-Studio-100089163981772/,"12/177 Howick St, Bathurst NSW 2795, Australia",61 435 609 574,damazpiercingstudio@gmail.com,,,Salman Ahmed,,,,,,,,,,
Lou Shannon Cosmetic & Medical Tattoo,http://loushannoncosmetictattoo.com/,,61 408 640 633,,Not a  Tattoo Website,,,,,,,,,,,,
Goldrush Collective Tattoos Bathurst,https://www.facebook.com/@Goldrushcollective/,,61 2 5300 7131,,Email N/A,,,,,,,,,,,,
Australian Tattoos,,,,,Website n/A,,,,,,,,,,,,
Golden Tattoo Studio,https://www.facebook.com/p/Golden-Tattoo-Studio-100027232706867/,"Shop 205a Prince Street Grafton, NSW, Australia 2460",(678) 389-2344,goldentattoostudioau@gmail.com,,,Salman Ahmed,,,,,,,,,,
Pretty Little Witch,https://www.facebook.com/prettylittlewitchsouthside/,35 St. South Grafton 24@Australia,,,Email N/A,,,,,,,,,,,,
