Business,HIC #,Expiration,Phone,Address,City,State,Zip,,Worker
Kingkiner Tree Service LLC,PA115931,3/27/2026,215-508-7553,6 Pear Tree Lane,LaFayette Hill,PA,19444,,Asim
Kingkiner Tree Service LLC,PA115931,3/27/2026,215-508-7553,6 Pear Tree Lane,LaFayette Hill,PA,19444,,Asim
KWB Mechanical LLC,PA128544,3/29/2025,267-922-3681,250 Ridge Pike A331,LaFayette Hill,PA,19444,,Asim
Lafayette Builders LLC,PA160124,10/28/2026,610-733-0369,512 germantown pike,LaFayette Hill,PA,19444,,Asim
Lafayette Built LLC,PA182659,05/04/2025,267-210-5887,4022 Hain Drive,LaFayette Hill,PA,19444,,Asim
Latshaw Landscaping LLC,PA145717,2/13/2027,267-228-2622,4109 Hellman Road,LaFayette Hill,PA,19444,,Asim
Luba Electric,PA070294,06/12/2026,215-760-1235,702 Cherrydale Dr,LaFayette Hill,PA,19444,,Asim
MAJOR ELECTRIC SYSTEM INC,PA109191,05/02/2026,267-246-3555,2309 BARREN HILL RD,LaFayette Hill,PA,19444,,Asim
Matthew Kilmer,PA195386,09/11/2026,609-781-5698,4128 Hain Drive,LaFayette Hill,PA,19444,,Asim
MC Painting,PA100634,01/08/2026,717-572-5274,3102 Quarry Lane,LaFayette Hill,PA,19444,,Asim
MC Painting,PA100634,01/08/2026,717-572-5274,3102 Quarry Ln,LaFayette Hill,PA,19444,,Asim
Mileski Home Services LLC,PA186651,10/09/2025,610-731-1114,3012 Crescent Ave,LaFayette Hill,PA,19444,,Asim
MY Handyman,PA189038,1/24/2026,610-772-6074,3040 mathers mill road,LaFayette Hill,PA,19444,,Asim
"New Age Real Estate Investments, LLC",PA170664,8/20/2026,215-791-4043,4001 1st Ave,LaFayette Hill,PA,19444,,Asim
Painted Edges Painting,PA187954,12/06/2025,267-495-9028,854 Hamilton Dr,LaFayette Hill,PA,19444,,Asim
Pelchat Tree Service LLC,PA154029,01/11/2027,267-674-8166,2177 Joshua rd,LaFayette Hill,PA,19444,,Asim
Philmont HVAC,PA085594,9/23/2026,215-927-4200,4054 north warner rd,LaFayette Hill,PA,19444,,Asim
"Pitmilly, LLC",PA163022,03/08/2027,610-357-9597,650 Germantown Pike,LaFayette Hill,PA,19444,,Asim
R&O Real Estate Development & Construction,PA182943,5/15/2025,267-322-0426,2304 Harts Lane,LaFayette Hill,PA,19444,,Asim
Repholz Carpentry LLC,PA031920,07/04/2025,610-476-7626,4037 South Warner Rd,LaFayette Hill,PA,19444,,Asim
Robert Roeder,PA177551,12/24/2026,610-505-2111,4140 Dana Lane,LaFayette Hill,PA,19444,,Asim
Spinnaker Contracting Company,PA185853,09/06/2025,813-789-4948,131,LaFayette Hill,PA,19444,,Asim
Starr Services LLC,PA119798,06/10/2026,215-490-7163,504 Flourtown rd,LaFayette Hill,PA,19444,,Asim
Swerdloff Properties Inc.,PA095127,8/26/2025,215-669-5000,4 Red Maple Drive,LaFayette Hill,PA,19444,,Asim
The Electrical Experts LLC,PA075875,5/15/2026,267-551-4737,239 Emerson drive,LaFayette Hill,PA,19444,,Asim
The House Doctor Paperhanging & Painting LLC,PA060238,12/21/2025,610-828-6433,4116 Dana Lane,LaFayette Hill,PA,19444,,Asim
The Kershaw Company,PA077080,3/26/2026,856-883-9380,4032 LaFrance Road,LaFayette Hill,PA,19444,,Asim
"Thomas F. Stiles, Electrician, LLC",PA054738,10/23/2025,484-351-8033,484-351-8033,LaFayette Hill,PA,19444,,Asim
Tri-M Design Build,PA152911,01/12/2026,267-992-2345,3049 Mitchell Court,LaFayette Hill,PA,19444,,Asim
Trimar Contractors,PA058079,3/28/2025,610-960-6040,4125 Presidential Drive,LaFayette Hill,PA,19444,,Asim
Vacchiano Companies LLC,PA193789,07/08/2026,215-572-1200,456 Germantown Pike,LaFayette Hill,PA,19444,,Asim
"w b phillips, inc",PA112076,10/21/2026,484-429-0100,3016 mathers mill rd,LaFayette Hill,PA,19444,,Asim
"We Are Kev, LLC",PA192509,5/17/2026,610-888-9198,6 balsam place,LaFayette Hill,PA,19444,,Asim
William. F. Maida & Son,PA034928,7/17/2025,610-304-7285,604 Germantown Pike,LaFayette Hill,PA,19444,,Asim
"A.F.L. Electric, LLC",PA002942,07/10/2025,610-834-0403,74 Woodbine Way,Plymouth Meeting,PA,19462,,Asim
Adam  R. Lopez,PA050881,7/27/2025,267-471-0936,726 erlen road,Plymouth meeting,PA,19462,,Asim
Adam  R. Lopez,PA050881,7/27/2025,267-471-0936,726 erlen road,Plymouth meeting,PA,19462,,Asim
ADC HVAC,PA053479,10/19/2025,610-295-8572,32 Kormar Rd,Plymouth Meeting,PA,19462,,Asim
"ADVANCED CONCRETE AND CONSTRUCTION, INC.",PA028716,01/10/2026,610-834-0028,2231 CORSON LANE,PLYMOUTH MEETING,PA,19462,,Asim
Affordable roofing,PA198350,1/23/2027,484-454-0051,"600 W Germantown Pike,",Plymouth Meeting,PA,19462,,Asim
"Almeida & Hudak, Utility Contractors, LLC",PA060843,10/28/2026,484-530-5010,3138 Butler Pike,Plymouth Meeting,PA,19462,,Asim
Another Glass Shop Inc.,PA179003,12/29/2026,610-667-4130,1248 E Ridge Pike,Plymouth Meeting,PA,19462,,Asim
"Apex Roofing and Exteriors Co., Inc.",PA111885,10/06/2026,267-360-2739,302 ANTHONY DR,Plymouth Meeting,PA,19462,,Asim
B&B General Contracting LLC,PA194637,08/09/2026,484-862-7097,140 valley green lane apt 2332,Plymouth Meeting,PA,19462,,Asim
Baker Home Maintenance,PA155196,8/20/2026,267-250-9584,4386 BUTTERCUP CIR,Plymouth Meeting,PA,19462,,Asim
Bell Exterior Cleaning,PA184126,6/28/2025,215-208-5640,110 Hunter Rd,Plymouth Meeting,PA,19462,,Asim
Blue contracting LLC,PA145130,5/31/2025,215-906-2076,334 Weymouth road,Plymouth Meeting,PA,19462,,Asim
Bob law construction,PA137441,01/12/2026,484-213-6093,10 arthurs ct.,Plymouth Meeting,PA,19462,,Asim
Bower Construction,PA008411,7/22/2026,610-828-4785,90 woodbine way,Plymouth Meeting,PA,19462,,Asim
Brad Byrne Complete Lawn Maintenance,PA042456,01/11/2026,610-275-4727,377 School Lane,Plymouth Meeting,PA,19462,,Asim
Brad Byrne Complete Lawn Maintenance,PA042456,01/11/2026,610-275-4727,po box 754,Plymouth Meeting,PA,19462,,Asim
Braunsberg Heating Cooling,PA133467,09/08/2025,610-279-6508,2924 Henley Rd,Plymouth Meeting,PA,19462,,Asim
BREAKER ELECTRIC,PA125971,9/27/2025,610-551-6760,373 manor ave,Plymouth Meeting,PA,19462,,Asim
BREAKER ELECTRIC,PA125971,9/27/2025,610-551-6760,373 manor avenue,Plymouth Meeting,PA,19462,,Asim
Breen Construction Corporation Inc,PA127249,10/26/2026,610-832-7508,2740 Butler Pike,Plymouth Meeting,PA,19462,,Asim
C & D Driveway Paving & Sealing Inc,PA045952,7/23/2025,610-828-1823,610-828-1823,Plymouth Meeting,PA,19462,,Asim
Callmccawleyllc,PA150110,06/07/2025,610-659-1841,133 pleasant rd,Plymouth Meeting,PA,19462,,Asim
Catania Construction LLC,PA026715,2/28/2026,610-260-6084,4121 Pilgrim Rd,Plymouth Meeting,PA,19462,,Asim
CATENACCI CONSTRUCTION,PA113456,07/01/2025,610-721-8625,3113 PLYMOUTH ROCK RD,Plymouth Meeting,PA,19462,,Asim
CATENACCI CONSTRUCTION,PA113456,07/01/2025,610-888-9206,3113 Plymouth Rock Road,Plymouth Meeting,PA,19462,,Asim
Ceramic Pros LLC,PA162930,03/04/2027,610-647-6230,117 Carriage Court,Plymouth Meeting,PA,19462,,Asim
"CLEAResult Consulting, Inc.",PA018469,9/21/2025,717-581-8848,"5170 Campus Drive,",Plymouth Meeting,PA,19462,,Asim
Confident Carpentry Services,PA166115,07/01/2025,610-308-5519,2923 Jolly Rd,Plymouth Meeting,PA,19462,,Asim
Confident Carpentry Services,PA166115,07/01/2025,610-308-5519,2923 Jolly Road,Plymouth Meeting,PA,19462,,Asim
"Consolidated Construction Management, LLC",PA076514,3/15/2025,610-605-7610,4013 Pilgrim Rd,Plymouth Meeting,PA,19462,,Asim
Crompco LLC,PA094383,8/21/2026,800-646-3161,1815 Gallagher Road,Plymouth Meeting,PA,19462,,Asim
Crooked Ladder of Southeastern Pennsylvania LLC,PA189256,02/01/2026,215-847-4933,36 East Church Road,Plymouth Meeting,PA,19462,,Asim
D.C. Sassi Electrical Contractor Inc.,PA057049,3/23/2025,610-420-3054,108 East Germantown Pike,Plymouth Meeting,PA,19462,,Asim
Daniel Matthews,PA125234,08/08/2026,267-402-7379,118 Kings Rd,Plymouth Meeting,PA,19462,,Asim
DeBellis & Sons Construction,PA190042,2/28/2026,610-278-5005,16 Locust Lane,Plymouth Meeting,PA,19462,,Asim
"Del-Val Basement Waterproofing, LLC",PA170991,02/09/2026,267-475-2162,2903 Jolly Rd,Plymouth Meeting,PA,19462,,Asim
DeNolfi Plumbing & Heating LLC,PA076395,2/13/2027,610-636-0149,2 East Church Rd,Plymouth Meeting,PA,19462,,Asim
Di Santo Contracting,PA175369,10/08/2026,610-772-5089,439 Volpe Road,Plymouth Meeting,PA,19462,,Asim
Diamond Edge Construction Group LLC,PA198608,02/01/2027,610-547-4857,4130 Daisy Lane,Plymouth Meeting,PA,19462,,Asim
Dream Awake Painting,PA108422,05/07/2026,267-251-0344,666 W. Germantown Pk Suite 2812,Plymouth Meeting,PA,19462,,Asim
Elijah Roofing LLC,PA078725,08/07/2025,267-784-1889,12 Laurel Lane,Plymouth Meeting,PA,19462,,Asim
ELITE PAVING & CONCRETE LLC,PA135382,3/27/2025,267-288-7632,600 W GERMANTOWN PK,Plymouth Meeting,PA,19462,,Asim
Ellis Electrical LLC,PA142445,02/04/2027,610-342-7594,131 Boulder Rd,Plymouth Meeting,PA,19462,,Asim
EMA CONSTRUCTION LLC,PA160501,07/12/2026,215-631-2896,715 Renel Rd,Plymouth Meeting,PA,19462,,Asim
Fabrizio Painting & Papering,PA008489,2/26/2026,610-272-4001,10 fairway drive,Plymouth Meeting,PA,19462,,Asim
Fackler's Contracting,PA098625,10/31/2026,610-551-9378,422 Manor ave.,Plymouth Meeting,PA,19462,,Asim
Fix & Align LLC,PA194344,7/30/2026,267-428-6393,2 Village Way,Plymouth Meeting,PA,19462,,Asim
Fortress Floor Coatings of PA LLC,PA188773,1/14/2026,610-456-7049,2903 Jolly Road,Plymouth Meeting,PA,19462,,Asim
GAUNTLETT CONSTRUCTION INC,PA020104,07/01/2025,610-834-1866,454 Plymouth Road,Plymouth Meeting,PA,19462,,Asim
GC Renovations LLC,PA040935,11/08/2026,610-331-0766,377 school lane,Plymouth Meeting,PA,19462,,Asim
George Balasko,PA055074,08/08/2026,610-960-6804,1821 Hallowell Road,Plymouth Meeting,PA,19462,,Asim
Grala Construction Co.,PA093419,7/13/2026,610-803-8545,467 Jefferson Street,Plymouth Meeting,PA,19462,,Asim
Great Valley Landcaping Inc.,PA051657,12/13/2025,610-637-2642,108 Carriage Court,Plymouth Meeting,PA,19462,,Asim
Green Fleet Services Potts LLC,PA193396,6/20/2026,610-779-8189,102 GP Clement Dr,Plymouth Meeting,PA,19462,,Asim
Gwynedd Valley Landscapes,PA162978,5/23/2025,610-656-8787,666 west germantown pike,Plymouth Meeting,PA,19462,,Asim
HLS Investments LP,PA194144,7/22/2026,610-331-6691,127 Black Walnut,Plymouth Meeting,PA,19462,,Asim
"I.L. Kone, Inc.",PA015808,07/01/2025,484-270-1068,5209 Militia Hill Road,Plymouth Meeting,PA,19462,,Asim
ICMG Incorporated,PA070062,7/14/2026,215-291-0777,600 W. Germantown Pike Ste. 400,Plymouth Meeting,PA,19462,,Asim
J and N Energy Enterprises,PA196088,10/08/2026,267-431-8320,600 W Germantown Pike,Plymouth Meeting,PA,19462,,Asim
James Console's handyman service,PA147393,04/12/2025,484-250-6618,614 Renel road,Plymouth Meeting,PA,19462,,Asim
James E Carbo Electric,PA176638,12/11/2026,610-825-7566,115 Hunter Road,Plymouth Meeting,PA,19462,,Asim
James Roccia Roofing Co,PA086474,12/27/2025,215-483-7526,11 Skip rd,Plymouth Meeting,PA,19462,,Asim
james t eplett exterior maintenance,PA128979,01/03/2027,610-825-5637,4051 friends la,Plymouth Meeting,PA,19462,,Asim
Jay McElroy,PA050648,8/25/2025,610-476-3802,610 Renel Rd.,Plymouth Meeting,PA,19462,,Asim
Job Right Master Handyman,PA079056,04/03/2025,484-686-9537,3049 Jolly Rd.,Plymouth Meeting,PA,19462,,Asim
John R. Days Inc,PA016827,8/25/2025,610-397-1956,4123 Pilgrim Road,Plymouth Meeting,PA,19462,,Asim
JTB Inc.,PA043940,7/17/2025,610-825-2661,1637 Gallagher Court,Plymouth Meeting,PA,19462,,Asim
JTW Services LLC,PA186247,9/20/2025,610-212-5581,2994 Runnymede Drive,Plymouth Meeting,PA,19462,,Asim
Koenig General Contractor,PA071570,6/13/2026,267-258-6125,13 valley rd,Plymouth Meeting,PA,19462,,Asim
L&L King Pro Builders,PA184110,6/28/2025,484-569-2631,24 Ross street,Plymouth Meeting,PA,19462,,Asim
Lawton Electric  Inc.,PA128797,01/11/2027,610-680-8573,727 clover lane,Plymouth Meeting,PA,19462,,Asim
"LSN CM & E, LLC",PA139408,4/16/2026,610-994-2145,400 Stenton Avenue Ste 110,Plymouth Meeting,PA,19462,,Asim
Luigi R. Palatano Construction,PA067773,6/18/2026,484-576-3068,18 timberfare circle,Plymouth Meeting,PA,19462,,Asim
M2 Renovations LLC,PA107777,4/15/2026,610-613-5500,19 Fairway Drive,Plymouth Meeting,PA,19462,,Asim
Madison Kelly Contractors LLC,PA012163,7/27/2025,610-825-4368,227 Isabella Street,Plymouth Meeting,PA,19462,,Asim
Manuel chavez Drywall,PA183419,06/03/2025,484-682-6264,821 Woodbrook lane,Plymouth Meeting,PA,19462,,Asim
Martinez Masonry LLC,PA163872,04/02/2025,610-400-5148,682 W Germantown Pike,Plymouth Meeting,PA,19462,,Asim
"Maxwell Hardwood Floors, LLC",PA048973,08/06/2025,215-957-0645,351 Brighton Road,Plymouth Meeting,PA,19462,,Asim
McCann Construction,PA085160,10/16/2025,484-576-9946,666 West Germantown Pike Unit#2305,Plymouth Meeting,PA,19462,,Asim
McKeever's General Contractors,PA015211,11/06/2025,484-571-8941,3069 Jolly RD,Plymouth Meeting,PA,19462,,Asim
Michael Dowd Consulting LLC,PA162974,03/05/2027,724-691-9831,600 W Germantown Pike Ste 400,Plymouth Meeting,PA,19462,,Asim
Mike Flood,PA086687,11/17/2025,215-514-0102,19 E Church Road,Plymouth Meeting,PA,19462,,Asim
MISCAR HOME REMODELING INC,PA163931,4/26/2025,484-804-0733,515 PLYMOUNTH MEETING,Plymouth Meeting,PA,19462,,Asim
Neo One Properties,PA182797,05/09/2025,302-406-0747,600 West Germantown Pike,Plymouth Meeting,PA,19462,,Asim
"NEXT LEVEL CONSTRUCTION, INC.",PA041316,04/10/2026,267-262-8533,267-262-8533,Plymouth Meeting,PA,19462,,Asim
Olivia Consulting Inc. DBA Le Blue Goose Studio,PA145860,2/19/2027,610-584-9800,4013 Skippack Pike,Plymouth Meeting,PA,19462,,Asim
Patrick R. Owens,PA070810,7/18/2026,267-241-2473,20 HillTop Road,Plymouth Meeting,PA,19462,,Asim
Paul Massing Contracting,PA030418,11/17/2025,610-496-2954,1015 Belvoir Road,Plymouth Meeting,PA,19462,,Asim
PCG Mechanical LLC,PA173671,05/10/2026,267-566-1367,101 Woodbine Way,Plymouth Meeting,PA,19462,,Asim
"PHILIP AIELLO BUILDERS & GENERAL CONTRACTORS, INC.",PA042651,08/07/2026,610-755-2573,105 Kings Road,Plymouth Meeting,PA,19462,,Asim
Pileggi And Sons Construction,PA091324,4/26/2026,610-291-1736,405 Park Drive,Plymouth Meeting,PA,19462,,Asim
PJM Construction Management,PA197133,11/20/2026,610-496-2954,1015 Belvoir Road,Plymouth Meeting,PA,19462,,Asim
Plymouth Meeting Construction,PA172678,04/06/2026,610-818-9439,704 Clover Ln,Plymouth Meeting,PA,19462,,Asim
Plymouth Valley Sealcoating,PA195579,9/18/2026,267-471-3643,806 WoodBrook Lane,Plymouth Meeting,PA,19462,,Asim
Plymouth Valley Sealcoating,PA195579,9/18/2026,267-471-3643,806 Woodbrook Ln,Plymouth Meeting,PA,19462,,Asim
"PosiGen Developer, LLC",PA173662,05/10/2026,888-939-4442,400 Davis Drive,Plymouth Meeting,PA,19462,,Asim
PRIME LANDSCAPING LLC,PA198268,1/20/2027,610-322-7888,461 FAIRFIELD RD,Plymouth Meeting,PA,19462,,Asim
Professional Maintenance Ser,PA187808,11/29/2025,484-362-9947,600 West Germantown Pike,Plymouth Meeting,PA,19462,,Asim
Reids Electrical Contracting & Controls Inc,PA019898,1/25/2026,484-686-8991,134 plymouth road 5212,Plymouth Meeting,PA,19462,,Asim
"Rentokil North America, Inc.",PA112363,10/27/2026,267-804-6438,215-860-0541,Plymouth Meeting,PA,19462,,Asim
Rich Werner Contracting,PA126674,11/04/2026,484-636-9444,1719 johnson rd,Plymouth Meeting,PA,19462,,Asim
Richard McMahon,PA081725,8/16/2025,610-585-5727,323 Knoll Rd,Plymouth Meeting,PA,19462,,Asim
Rio Brothers Construction,PA120540,12/14/2025,610-888-8073,818 clover ln,Plymouth Meeting,PA,19462,,Asim
RLS Premier Properties LLC,PA141950,08/05/2026,610-825-1185,4033 Pilgrim Rd,Plymouth Meeting,PA,19462,,Asim
Robert Marchozzi,PA130094,04/02/2026,267-784-0486,114 East Germantown Pike,Plymouth Meeting,PA,19462,,Asim
SANTOS & SON HOUSE CLEANING INC,PA177537,1/28/2027,484-403-5135,46 RED ROWEN LN,Plymouth Meeting,PA,19462,,Asim
"Scot Fazio Contractors, LLC",PA074092,1/15/2026,610-476-7565,817 Belvoir Rd.,Plymouth Meeting,PA,19462,,Asim
"Shearon Environmental Design Co., Inc.",PA057353,2/26/2026,610-828-9164,5160 Militia Hill Road,Plymouth Meeting,PA,19462,,Asim
Sinni Removal Services LLC,PA065972,07/04/2026,610-220-7831,105 Blue Ridge Road,Plymouth Meeting,PA,19462,,Asim
STATEWIDE PAVING & MASONRY INC,PA193911,07/11/2026,484-250-6875,600 W GERMANTOWN PIKE,Plymouth Meeting,PA,19462,,Asim
Stephen Berke Contracting,PA005161,07/12/2025,610-636-4683,134 Plymouth rd,Plymouth Meeting,PA,19462,,Asim
Stonecraft home improvements,PA190226,03/05/2026,267-446-0053,401 Plymouth road,Plymouth Meeting,PA,19462,,Asim
Stumpo Construction Inc.,PA046529,7/27/2025,610-825-6707,250 Conshohocken Road,Plymouth Meeting,PA,19462,,Asim
Sumsar Construction LLC,PA159062,2/27/2027,267-422-6112,600 W Germantown Pike STE 400,Plymouth Meeting,PA,19462,,Asim
"Tatam Construction, LLC",PA152439,2/28/2027,484-614-0940,1604 Northview Blvd,Plymouth Meeting,PA,19462,,Asim
TERAN  STUCCO SOLUTION LLC,PA184982,08/02/2025,610-570-6444,314  LUCETTA  ST,Plymouth Meeting,PA,19462,,Asim
The D Boys,PA189070,1/25/2026,267-585-0494,301 Lucetta St,Plymouth Meeting,PA,19462,,Asim
The List Eliminator LLC,PA000538,9/16/2026,610-316-7442,3065 Jolly Road,Plymouth Meeting,PA,19462,,Asim
Thomas Finn construction,PA191836,4/25/2026,484-880-3308,49 east germantown pike,Plymouth Meeting,PA,19462,,Asim
Titan Chimney & Masonry,PA186566,10/04/2025,267-271-5639,600 W Germantown Pike Suite 400,Plymouth Meeting,PA,19462,,Asim
Tomco Custom Builders,PA066316,12/17/2026,610-812-2930,3012 Spring Mill Road,Plymouth Meeting,PA,19462,,Asim
Transcendent Hardwood LLC,PA161980,1/28/2027,267-226-4190,1037 Germantown Pike,Plymouth Meeting,PA,19462,,Asim
"Tremont Homes, LLC",PA162909,03/03/2027,610-271-8085,143 Plymouth Road,Plymouth Meeting,PA,19462,,Asim
Triquetra Outdoor Services LLC,PA163961,04/06/2025,484-214-5500,107 Blue Ridge Rd,Plymouth Meeting,PA,19462,,Asim
"United Community Contractors, LLC",PA163504,6/29/2025,610-232-2297,600 W Germantown Pike,Plymouth Meeting,PA,19462,,Asim
"Velvet Crown Restoration, Inc",PA093154,09/12/2026,877-983-5838,600 West Germantown Pike,Plymouth Meeting,PA,19462,,Asim
"Vince Messantonio Plumbing, LLC",PA039114,9/13/2025,610-828-9517,138 Woodbine Way,Plymouth Meeting,PA,19462,,Asim
"Weathertight Roofing, Inc.",PA085484,07/09/2026,267-236-6654,346 Brighton Rd.,Plymouth Meeting,PA,19462,,Asim
"Worthington Waterproofing Systems, LLC",PA097215,1/15/2027,610-505-4668,610-884-6566,Plymouth Meeting,PA,19462,,Asim
Zoom Drain Philadelphia LLC,PA165654,9/19/2025,610-650-0555,500 Davis Dr,Plymouth Meeting,PA,19462,,Asim
Z-POLO COMPANY,PA183772,6/15/2025,610-637-1500,1653 BUTLER PK,Plymouth Meeting,PA,19462,,Asim
Newtown Zip Codes list:,,,,,,,,,
A&R BUILDING GROUP LLC,PA195999,10/04/2026,267-318-2586,200 HOLCOMBE WAY,Lambertville,NJ,8530,,Asim
"A.C.H. ELECTRIC, LLC",PA078444,3/18/2025,609-397-2297,26 NORTH FRANKLIN STREET,Lambertville,NJ,8530,,Asim
All Tech Solution Inc DBA Stellitano Heating & Air,PA196120,10/09/2026,609-466-2310,620 Brunswick Pike,Lambertville,NJ,8530,,Asim
"Andreoli Construction, LLC",PA076923,4/14/2026,609-466-6565,16 Hunter Road,Lambertville,NJ,8530,,Asim
"Charles W. Rose Masonry, Inc.",PA074017,2/24/2027,609-397-0012,1435 Rt. 179,Lambertville,NJ,8530,,Asim
Cooper Mountain Contracting LLC,PA145450,05/09/2026,716-430-2177,341 Lambertville-Hopewell Road,Lambertville,NJ,8530,,Asim
craven contracting,PA195953,10/03/2026,609-202-4667,273 north union street,Lambertville,NJ,8530,,Asim
D Sutton Landscaping,PA198712,02/06/2027,908-797-8008,307 Holcombe Way,Lambertville,NJ,8530,,Asim
Dillman Painting LLC,PA139313,04/11/2026,908-788-5455,98 Jackson St.,Lambertville,NJ,8530,,Asim
Enter Green Solutions Inc.,PA198173,1/15/2027,609-460-4787,67 Bridge Street,Lambertville,NJ,8530,,Asim
FERIA PAINTING LLC,PA171166,8/21/2026,908-947-5631,56 Hancock St,Lambertville,NJ,8530,,Asim
"Fitting Electric, LLC",PA052945,6/25/2026,609-509-5039,10 Stymiest Rd.,Lambertville,NJ,8530,,Asim
Frank Carbone,PA190704,3/20/2026,609-234-8876,1444 Route 179,Lambertville,NJ,8530,,Asim
Hackney's Heating Service LLC,PA110590,08/06/2026,609-397-2877,331 Rock Rd. East,Lambertville,NJ,8530,,Asim
"Hood Floors, Inc.",PA191382,04/10/2026,609-397-2241,54 Mt.Airy-Village Rd.,Lambertville,NJ,8530,,Asim
J&J Eick Construction,PA056943,4/23/2026,215-598-0206,18 Wilson rd,Lambertville,NJ,8530,,Asim
K & ALEBRIJES LLC,PA181334,3/23/2025,908-528-0475,36 S. UNION ST.,Lambertville,NJ,8530,,Asim
Mark Brown Custom Carpentry,PA148625,5/30/2025,201-577-6475,251 Rock rd. west,Lambertville,NJ,8530,,Asim
"Michael J Messick Plumbing and Heating, Inc.",PA102296,10/11/2025,609-466-7971,609-466-7982,Lambertville,NJ,8530,,Asim
New Road Energy LLC,PA188514,01/05/2026,609-751-2199,4 New Road,Lambertville,NJ,8530,,Asim
Penn Jersey Garage Solutions,PA196790,11/06/2026,908-285-0109,528 Brunswick Pike,Lambertville,NJ,8530,,Asim
Richard Tocce Woodworking,PA110683,08/11/2026,609-273-3298,80 Delevan St.,Lambertville,NJ,8530,,Asim
SEBCO SERVICES INC,PA167375,8/24/2025,609-397-8378,523 BRUNSWICK PIKE,Lambertville,NJ,8530,,Asim
"Strober-Wright Roofing, Inc.",PA073613,1/15/2026,609-397-1900,"5 Kari Drive, Unit C2",Lambertville,NJ,8530,,Asim
Superheat & Subcooling HVAC LLC,PA162532,03/06/2027,609-947-2153,7 Cedar Crest,Lambertville,NJ,8530,,Asim
Swan Creek Home Repair LLC,PA178521,12/02/2026,215-459-8351,64 S Main St,Lambertville,NJ,8530,,Asim
