Business Name,Address,City,State,Zip,License Number,Phone Number,Contractor Type,Website,Email,Sourse Link,Worker
KIM YUN SEOK,3900 MOORPARK AVE #140,SAN JOSE,CA,95117,1062159,(408) 818-0058,General,,,,Zohaib Tariq
KIM's DAVID PLUMBING,1033 JUNESONG WAY,SAN JOSE,CA,95133,801361,(408) 464-5346,Plumbing,,,,Zohaib Tariq
KIM's GENERAL CONSTRUCTION,40900 CHILTERN DRIVE,FREMONT,CA,94539,549554,(510) 299-1244,General,,,,Zohaib Tariq
KIMONA CONSTRUCTION,6126 TEABERRY COURT,SAN JOSE,CA,95123,909133,(408) 464-5942,General,,,,Zohaib Tariq
KIMONA CONSTRUCTION,6126 TEABERRY COURT,SAN JOSE,CA,95123,909133,(408) 464-5942,Finish Carpentry,,,,Rehan
KIN CONSTRUCTION LLC,1598 IVYCREEK CIRCLE,SAN JOSE,CA,95121,1076038,(408) 888-7431,General,,,,Rehan
KING GEORGE ROOFING,3210 EAST HILLS DR,SAN JOSE,CA,95127,1130182,(408) 219-2344,Roofing,,,,Zohaib Tariq
KING KONG PLUMBING,332 EZIE STREET,SAN JOSE,CA,95111,1088209,(408) 667-4471,Plumbing,https://kingkongplumbing.net/,kingkongplumbingc42@gmail.com,,Zohaib Tariq
KINLY BUILDERS INC,42840 CHRISTY ST STE 209,FREMONT,CA,94538,1121599,(408) 888-2662,General,,,,Zohaib Tariq
KINNAH MECHANICAL SERVICE COMPANY,P O BOX 23651,SAN JOSE,CA,95153,862018,(408) 307-6943,HVAC,,,,Zohaib Tariq
KIRK BRANDEN,2685 THRUSH CT,SAN JOSE,CA,95125,1096097,(408) 396-3040,Electrical,,,,Zohaib Tariq
KISSCO CONTROL SYSTEMS INC,672 EDNA WAY,SAN MATEO,CA,94402,801215,(650) 678-0405,Electrical,,,,Zohaib Tariq
KITA CONSTRUCTION GROUP LLC,1630 OAKLAND RD #A107,SAN JOSE,CA,95131,1108753,(888) 787-8575,General,https://kitaroofing.com/,info@kitaroofing.com,,Zohaib Tariq
KITA CONSTRUCTION GROUP LLC,1630 OAKLAND RD #A107,SAN JOSE,CA,95131,1108753,(888) 787-8575,Roofing,,,,Rehan
KITCHEN BATH & BEYOND INC,35059 FREMONT AVE,FREMONT,CA,94536,1000492,(510) 468-7046,General,https://kitchenbathsbeyond.com/,thefloorgalleryfremont@gmail.com,,Zohaib Tariq
KITCHEN MASTERS,1601 ALMADEN ROAD,SAN JOSE,CA,95125,738919,(408) 997-8848,General,,,,Zohaib Tariq
KITCHEN REFACE DEPOT,1615 TERMINAL AVE,SAN JOSE,CA,95112,904839,(408) 930-4054,Finish Carpentry,https://www.kitchenrefacedepot.com/,info@kitchenrefacedepot.com,,Zohaib Tariq
KJ HOME BUILDERS INC,1576 COLEMAN RD,SAN JOSE,CA,95120,1114020,(408) 315-7234,General,,,,Zohaib Tariq
KK CONSTRUCTION,500 TOWER HILL AVE,SAN JOSE,CA,95136,1114391,(408) 478-5064,General,,,,Zohaib Tariq
KK CONSTRUCTION,500 TOWER HILL AVE,SAN JOSE,CA,95136,1114391,(408) 478-5064,Electrical,,,,Rehan
KNIGHT ROOFING SERVICES INC,40485 ENCYCLOPEDIA CIR,FREMONT,CA,94538,844108,(510) 438-9077,Roofing,https://knightroofing.com/,David@knightroofing.com,,Zohaib Tariq
KNK BUILDERS INC,PO BOX 6459,SAN MATEO,CA,94403,592605,(650) 440-6360,General,,,,Zohaib Tariq
KNOCKOUT PLUMBING & REPIPE INC,4116 SANTA RITA WAY,SAN JOSE,CA,95111,1090643,(408) 874-5184,Plumbing,,,,Zohaib Tariq
KNOWLES PIPEWORKS AND PLUMBING,924 FRUITDALE PLACE,SAN JOSE,CA,95126,1109687,(408) 621-1238,Plumbing,https://mcplumbing.com/,askmike@mcplumbing.com,,Zohaib Tariq
KNOX PAINTING,1316 WOODBERRY AVENUE,SAN MATEO,CA,94403,893371,(650) 347-4169,Painting,,,,Zohaib Tariq
KO-AM FLOORING INC,560 DOYLE ROAD #2,SAN JOSE,CA,95129,1092045,(408) 206-1750,Flooring,,,,Zohaib Tariq
KOCH & ASSOCIATES INC,3230 DARBY COMMON #B,FREMONT,CA,94539,500296,(510) 490-0487,Landscaping,https://kochlandscapedesign.com/,info@kochlandscapedesign.com,,Zohaib Tariq
KONG's HONEST CONSTRUCTION INC,1561 LAGO ST,SAN MATEO,CA,94403,997800,(415) 816-2815,General,,,,Zohaib Tariq
KONTROL SYSTEM INTEGRATOR,P O BOX 611693,SAN JOSE,CA,95161,864882,(408) 914-8204,HVAC,,,,Zohaib Tariq
KOPACZ PAUL,3195 WILLIAMS ROAD,SAN JOSE,CA,95117,988880,(408) 241-9663,General,,,,Zohaib Tariq
KORBES ELECTRIC,3920 CASANOVA DRIVE,SAN MATEO,CA,94403,388678,(650) 345-2241,General,,,,Zohaib Tariq
KORBES ELECTRIC,3920 CASANOVA DRIVE,SAN MATEO,CA,94403,388678,(650) 345-2241,Electrical,,,,Rehan
KORTS & KNIGHT,18705 GRAYSTONE LANE,SAN JOSE,CA,95120,567727,(415) 606-5378,General,,,,Zohaib Tariq
KORTS & KNIGHT,18705 GRAYSTONE LANE,SAN JOSE,CA,95120,567727,(415) 606-5378,Finish Carpentry,,,,Rehan
KOSCH REGAN SCOTT,P O BOX 18613,SAN JOSE,CA,95158,794792,(408) 307-5219,Electrical,,,,Zohaib Tariq
KOSTAS ELECTRIC,5962 CROSSMONT CIRCLE,SAN JOSE,CA,95120,675118,(408) 891-0235,Electrical,,,,Zohaib Tariq
KPJM GENERAL & ELECTRICAL CONTRACTORS INC,38597 FARWELL DR,FREMONT,CA,94536,835645,(510) 502-4205,General,,,,Zohaib Tariq
KPJM GENERAL & ELECTRICAL CONTRACTORS INC,38597 FARWELL DR,FREMONT,CA,94536,835645,(510) 502-4205,Electrical,,,,Rehan
KRAMER CONSTRUCTION,P O BOX 3972,SAN JOSE,CA,95125,800538,(408) 605-9699,General,,,,Zohaib Tariq
KRIS CONSTRUCTION,3484 MISSION VIEW DR,FREMONT,CA,94538,933524,(408) 835-6620,General,,,,Zohaib Tariq
KROEGER CONSTRUCTION,7403 VIA CALZADA,SAN JOSE,CA,95135,733386,(408) 921-1898,General,,,,Zohaib Tariq
KROUM TILE,6995 SHEARWATER DR,SAN JOSE,CA,95120,855210,(408) 309-7716,Tile,,,,Zohaib Tariq
KRYGIN GORIS CONSTRUCTION,723 RIVER FALLS DR,SAN JOSE,CA,95111,994727,(408) 718-9772,General,,,,Zohaib Tariq
KUBRO CONSTRUCTION,1576 DE ANZA WAY,SAN JOSE,CA,95125,960307,(408) 839-5800,General,,,,Zohaib Tariq
KULLBERG GORDON & SON INC,612 PROSPECT ROW,SAN MATEO,CA,94401,325506,(650) 333-0198,General,,,,Zohaib Tariq
KUSALO CONSTRUCTION LLC,15275 CLYDELLE AVE,SAN JOSE,CA,95124,757029,(408) 605-8412,General,https://kusaloconstruction.com/,jasna@kusaloconstruction.com,,Zohaib Tariq
KUSTOM WORKS,3041 ISABELLE AVENUE,SAN MATEO,CA,94403,541308,(650) 208-5784,General,,,,Zohaib Tariq
KUTLESA CONSTRUCTION CO,1720 LORENZEN DRIVE,SAN JOSE,CA,95124,263709,(408) 314-0270,General,,,,Zohaib Tariq
KUTLESA CONSTRUCTION CO,1720 LORENZEN DRIVE,SAN JOSE,CA,95124,263709,(408) 314-0270,Tile,,,,Rehan
KW CONSTRUCTION SERVICES,205 DE ANZA BLVD 108,SAN MATEO,CA,94402,1075542,(415) 518-2210,General,https://kwconstructioninc.com/,info@kwconstructioninc.com,,Zohaib Tariq
KYLEH CONSTRUCTION,2943 VINEYARD PARK DR,SAN JOSE,CA,95148,1073200,(408) 666-7015,General,,,,Zohaib Tariq
KZ ELECTRICAL,1764 DE MARIETTA AVE APT 3,SAN JOSE,CA,95126,1122464,(650) 630-4250,Electrical,,,,Zohaib Tariq
L & E BAY AREA CONTRACTOR,2509 DILLION CT APT 4,SAN JOSE,CA,95133,1125324,(650) 669-6856,General,,,,Zohaib Tariq
L & J ORNAMENTAL IRON WORK,210 SAN JOSE AVENUE UNIT 4&8,SAN JOSE,CA,95125,729771,(408) 998-4040,Ornamental Metals,https://ljornamentalironcom.b12sites.com/index#home,lj_ironworks@yahoo.com,,Zohaib Tariq
L & L CONSTRUCTION,231 S IDAHO ST,SAN MATEO,CA,94401,607573,(650) 464-5855,General,,,,Zohaib Tariq
L & M ELECTRICAL,1871 NORSEMAN DRIVE,SAN JOSE,CA,95133,846120,(650) 279-3400,Electrical,,,,Zohaib Tariq
L & S PLUMBING,455 CYPRESS AVENUE,SAN JOSE,CA,95117,845472,(209) 552-1265,Plumbing,,,,Zohaib Tariq
L & T TREE SERVICE INC,5836 LALOR DR,SAN JOSE,CA,95123,1099861,(408) 841-0585,Tree,,,,Zohaib Tariq
L A D C CONSTRUCTION INC,1590 OAKLAND RD STE B112,SAN JOSE,CA,95131,1050698,(408) 642-1628,General,https://www.ladc-arch.com/,project@ladc-arch.com,,Zohaib Tariq
L A D C CONSTRUCTION INC,1590 OAKLAND RD STE B112,SAN JOSE,CA,95131,1050698,(408) 642-1628,General,,,,Rehan
L C G ELECTRICAL INC,851 OAK STREET,SAN JOSE,CA,94513,1057397,(408) 605-5872,Electrical,,,,Zohaib Tariq
L F G ROOFING INC,2244 ANGIE AVE,SAN JOSE,CA,95116,1071841,(408) 661-0666,Roofing,,,,Zohaib Tariq
L H BUILDERS INC,3545 COLUMBINE DR,SAN JOSE,CA,95127,1123343,(408) 757-7371,General,https://www.lhbuildersinc.com/contact/,contact@lhbuildersinc.com,,Zohaib Tariq
L J AND R GENERAL CONTRACTOR INC,4423 LULLABY LANE,SAN JOSE,CA,95111,776197,(408) 316-0682,General,,,,Zohaib Tariq
L J AND R GENERAL CONTRACTOR INC,4423 LULLABY LANE,SAN JOSE,CA,95111,776197,(408) 316-0682,Electrical,,,,Rehan
L J R TREE SERVICES INC,3697 NORWOOD AVE,SAN JOSE,CA,95148,1056453,(408) 712-4823,Tree,https://ljrtreeservices.com/,ljrtreeservicesinc@gmail.com,,Zohaib Tariq
L K CONSTRUCTION INC,3100 MELCHESTER DR,SAN JOSE,CA,95132,1101418,(408) 966-2907,General,,,,Zohaib Tariq
L M CONSTRUCTION,661 BRENDA LEE DRIVE,SAN JOSE,CA,95123,556551,(408) 499-5606,General,,,,Zohaib Tariq
L N D,1526 BOONE DR,SAN JOSE,CA,95118,867490,(650) 743-7246,General,,,,Zohaib Tariq
L NOBLE CONSTRUCTION,PO BOX 53904,SAN JOSE,CA,95153,1077304,(408) 373-9477,General,,,,Zohaib Tariq
L P CONSTRUCTION,3533 SQUIRECREEK CIR,SAN JOSE,CA,95121,840470,(408) 439-9904,General,,,,Zohaib Tariq
L P G FIRE PROTECTION INC,1742 SEVILLE WAY,SAN JOSE,CA,95131,990237,(408) 661-8467,Fire Protection,,,,Rehan
L S B & ASSOC DEVELOPMENT & CONSTRUCTION,3972 MYLINDA DR,SAN JOSE,CA,95132,571851,(408) 892-8935,General,,,,Zohaib Tariq
L S B & ASSOC DEVELOPMENT & CONSTRUCTION,3972 MYLINDA DR,SAN JOSE,CA,95132,571851,(408) 892-8935,General,,,,Rehan
L S C CABINETRY INC,140 LEWIS RD STE 7,SAN JOSE,CA,95111,819833,(408) 363-4098,Finish Carpentry,,,,Zohaib Tariq
L T ELECTRIC,2698 PIXANNE COURT,SAN JOSE,CA,95148,856741,(408) 649-4874,Electrical,,,,Zohaib Tariq
L T GENERAL CONTRACTORS,801 MARY CAROLINE DRIVE,SAN JOSE,CA,95133,588612,(408) 449-8064,General,,,,Zohaib Tariq
L W CONSTRUCTION,3346 BAYLIS STREET,FREMONT,CA,94538,1051726,(408) 712-2291,General,,,,Zohaib Tariq
LA CORTE's TILE,6237 PASO LOS CERRITOS,SAN JOSE,CA,95120,587628,(408) 927-6107,Tile,,,,Zohaib Tariq
LA FRENCH BRUSH,1339 SAN TOMAS AQUINO PKWY #1,SAN JOSE,CA,95130,1118147,(669) 254-0328,Painting,,,,Zohaib Tariq
LA GOMERA ENGINEERING,7279 FORSUM ROAD,SAN JOSE,CA,95138,1114140,(408) 469-1040,General,,,,Zohaib Tariq
LA JOIE CONSTRUCTION INC,418 SONORA DRIVE,SAN MATEO,CA,94402,436632,(650) 504-6457,General,,,,Zohaib Tariq
LA MAISON CONSTRUCTION,3600 WILMINGTON RD,FREMONT,CA,94538,1025809,(510) 565-2090,General,,,,Zohaib Tariq
LA-CON BUILDERS INC,1930 CAMDEN AVENUE,SAN JOSE,CA,95124,715346,(408) 377-5692,General,,,,Zohaib Tariq
LACAYO MECHANICAL,1512 MT FRAIZER DR,SAN JOSE,CA,95127,972426,(408) 393-6042,HVAC,,,,Zohaib Tariq
LADDER ELECTRIC INC,34463 HELSTON PLACE,FREMONT,CA,94555,998199,(510) 706-7748,Electrical,,,,Zohaib Tariq
LAKESHORE ELECTRIC & ENGINEERING COMPANY INC,44 N JACKSON AVE F - 26,SAN JOSE,CA,95116,627629,(408) 506-4143,Solar,,,,Zohaib Tariq
LAKESHORE ELECTRIC & ENGINEERING COMPANY INC,44 N JACKSON AVE F - 26,SAN JOSE,CA,95116,627629,(408) 506-4143,General,,,,Rehan
LAKESHORE ELECTRIC & ENGINEERING COMPANY INC,44 N JACKSON AVE F - 26,SAN JOSE,CA,95116,627629,(408) 506-4143,Electrical,,,,Rehan
LAKEWOOD CONSTRUCTION,2705 CAMINO DEL REY,SAN JOSE,CA,95132,855069,(408) 887-8823,General,,,,Zohaib Tariq
LALA DOMINIQUE,474 HULL AVENUE,SAN JOSE,CA,95125,864318,(408) 279-1993,Landscaping,,,,Zohaib Tariq
LAM C GENERAL CONSTRUCTION,3048 FENWICK WAY,SAN JOSE,CA,95148,1015065,(408) 794-5366,General,,,,Zohaib Tariq
LAM CONSTRUCTION,1146 BENDMILL WAY,SAN JOSE,CA,95121,814021,(408) 828-6246,General,,,,Zohaib Tariq
LAMAACK JIM PIPELINES,876 TAMARACK AVE,SAN JOSE,CA,95128,773690,(408) 593-6437,General,,,,Zohaib Tariq
LAMBERT WAYNE CONSTRUCTION,569 GALEN DRIVE,SAN JOSE,CA,95123,639448,(408) 476-3575,General,,,,Zohaib Tariq
LAMSON GENERAL CONSTRUCTION CO,2934 LYON ESTATES COURT,SAN JOSE,CA,95135,705668,(408) 499-8092,General,,,,Zohaib Tariq
LAND SERVICES LANDSCAPE CONTRACTORS INC,901 BROWN ROAD,FREMONT,CA,94539,465830,(510) 656-3101,Landscaping,http://www.landservices.net/,admin@landservices.net,,Zohaib Tariq
LANDCON LANDSCAPE CONSTRUCTION INC,1689 GARVEY PLACE,SAN JOSE,CA,95132,468632,(408) 569-5065,General,https://www.landscapedreams.com/,brucehamiltonlandscape@gmail.com,,Zohaib Tariq
LANDCON LANDSCAPE CONSTRUCTION INC,1689 GARVEY PLACE,SAN JOSE,CA,95132,468632,(408) 569-5065,Landscaping,,,,Rehan
LANDMARK BUILDERS,352 PIERCY ROAD,SAN JOSE,CA,95138,842416,(408) 779-9888,General,https://www.lbinc.com/,admin@lbinc.com,,Zohaib Tariq
LANDMARK CONTROL SERVICES INC,2850 AIELLO DR,SAN JOSE,CA,95111,1003160,(408) 513-6402,General,,,,Zohaib Tariq
LANDMARK CONTROL SERVICES INC,2850 AIELLO DR,SAN JOSE,CA,95111,1003160,(408) 513-6402,General,,,,Rehan
LANDMARK ROOFING,300 LYNDALE AVENUE,SAN JOSE,CA,95127,1014538,(408) 674-4503,Roofing,,,,Zohaib Tariq
LANDSCAPE ENVIRONMENT,5588 SOUTHCREST WAY,SAN JOSE,CA,95123,572643,(408) 892-6760,Landscaping,,,,Zohaib Tariq
LANDSCAPE IMAGES,3866 JACANA LAKE CT,FREMONT,CA,94555,1048960,(510) 491-3843,Landscaping,,,,Zohaib Tariq
LANDSCAPES UNDER LIGHT,1235 CURTISS AVENUE,SAN JOSE,CA,95125,855956,(408) 876-7968,Landscaping,,,,Zohaib Tariq
LANE GREG PLUMBING INC,3180 JENKINS AVENUE,SAN JOSE,CA,95118,621210,(408) 448-7199,Plumbing,,,,Zohaib Tariq
LANUZA ROOFING INC,1920 MCLAUGHIN AVE,SAN JOSE,CA,95122,1043399,(408) 205-8601,Roofing,,lanuza.rosas@gmail.com,https://www.facebook.com/Lanuzaroofinginsanjoseca/?ref=pages_you_manage,Zohaib Tariq
LAOS ROOFING INC,3653 COPPERFIELD DR APT #200,SAN JOSE,CA,95136,1122634,(408) 981-5630,Roofing,https://laosroofing.com/,laosroofingservices@gmail.com,,Zohaib Tariq
LAPORE CONSTRUCTION,919 NORTH 6TH STREET,SAN JOSE,CA,95112,802316,(406) 903-9217,General,,,,Zohaib Tariq
LARA JM GENERAL CONTRACTOR INC,302 TOYON AVE SUITE F,SAN JOSE,CA,95217,1077457,(408) 509-0053,General,,,,Zohaib Tariq
LARA's CONSTRUCTION,2004 EDGEBANK DRIVE,SAN JOSE,CA,95122,1116318,(408) 393-0734,General,,,,Zohaib Tariq
LARE's GARDEN SERVICES,1548 KEHOE AVE,SAN MATEO,CA,94401,1103799,(650) 400-8326,Landscaping,,,,Zohaib Tariq
LARES GENERAL ENGINEERING,1200 FLEMING AVENUE,SAN JOSE,CA,95127,562127,(408) 489-5913,General,,,,Zohaib Tariq
LARES GENERAL ENGINEERING,1200 FLEMING AVENUE,SAN JOSE,CA,95127,562127,(408) 489-5913,General,,,,Rehan
LARSON LANDSCAPE,117 BERNAL RD #70-178,SAN JOSE,CA,95119,773325,(408) 807-2523,Landscaping,,,,Zohaib Tariq
LAS FLORES LANDSCAPING,482 N 8TH ST APT 2,SAN JOSE,CA,95112,1084132,(408) 903-7725,Landscaping,https://lasfloreslandscapingca.com/,info@lasfloreslandscapingca.com,,Zohaib Tariq
LASER & SONS ELECTRIC INC,995 GLENHILL DR,FREMONT,CA,95439,1015259,(510) 300-7489,Electrical,,Office.support@laserandsons.com,https://www.facebook.com/LaserandSonsElectric/,Zohaib Tariq
LASERR ELECTRIC,2246 DAYLE CT,FREMONT,CA,94539,889631,(510) 246-2325,Electrical,,,,Zohaib Tariq
LATU CONSTRUCTION A PARTNERSHIP,471 N 10TH STREET,SAN JOSE,CA,95112,1123020,(415) 571-6575,General,,,,Zohaib Tariq
LAWJAS CONSTRUCTION COMPANY,P O BOX 611774,SAN JOSE,CA,95161,1025322,(408) 786-4810,General,https://www.lawjasconst.com/,info@lawjasconst.com,,Zohaib Tariq
LAWJAS CONSTRUCTION COMPANY,P O BOX 611774,SAN JOSE,CA,95161,1025322,(408) 786-4810,Electrical,,,,Rehan
LAWJAS CONSTRUCTION INC,PO BOX 611774,SAN JOSE,CA,95161,1063252,(408) 786-4810,General,,,,Rehan
LAWJAS CONSTRUCTION INC,PO BOX 611774,SAN JOSE,CA,95161,1063252,(408) 786-4810,Electrical,,,,Rehan
LAZER CONSTRUCTION CO,665 CHAUNCEY WAY,SAN JOSE,CA,95128,266814,(408) 410-7327,General,,,,Zohaib Tariq
LB QUALITY PAINTING INC,2135 JAMAICA WAY,SAN JOSE,CA,95122,1081803,(408) 966-4435,Painting,https://lbqpainting.com/,pablo@lbqpainting.com,,Zohaib Tariq
LE ' S PLUMBING,6035 RALEIGH ROAD,SAN JOSE,CA,95123,1106423,(408) 691-8974,Plumbing,,,,Zohaib Tariq
LE CONSTRUCTION,1919 FARRAGUT WAY,SAN JOSE,CA,95133,775362,(408) 666-1526,General,,,,Zohaib Tariq
LE CONSTRUCTION AND ELECTRICAL,6 PALA AVENUE,SAN JOSE,CA,95127,1085412,(408) 460-7540,General,,,,Zohaib Tariq
LE CONSTRUCTION AND ELECTRICAL,6 PALA AVENUE,SAN JOSE,CA,95127,1085412,(408) 460-7540,Electrical,,,,Rehan
LE ELECTRICAL,655 SOUTH 34TH STREET #71,SAN JOSE,CA,95116,954657,(408) 813-8903,Electrical,,,,Zohaib Tariq
LE H V A C THE,772 PINTO DR,SAN JOSE,CA,95111,1029372,(408) 429-5361,HVAC,,,,Zohaib Tariq
LE HEATING & AIR CONDITIONING,2118 CHISIN STREET,SAN JOSE,CA,95121,721329,(408) 591-8561,Solar,,,,Zohaib Tariq
LE HEATING & AIR CONDITIONING,2118 CHISIN STREET,SAN JOSE,CA,95121,721329,(408) 591-8561,HVAC,,,,Rehan
LE KHOA NGOC,7086 O'grady DR,SAN JOSE,CA,95120,1106126,(408) 507-3447,General,,,,Zohaib Tariq
LE MECHANICAL,6 PALA AVE,SAN JOSE,CA,95127,1121330,(408) 460-7540,HVAC,,,,Rehan
LE MINH CONSTRUCTION,555 UMBARGER RD 75,SAN JOSE,CA,95111,1108722,(669) 299-9727,General,,,,Zohaib Tariq
LE TA CHI,1843 KAMMERER AVENUE,SAN JOSE,CA,95116,1074701,(831) 252-3589,Landscaping,,,,Zohaib Tariq
LE VAN TRUNG,3508 COLUMBINE DR,SAN JOSE,CA,95127,1095153,(408) 854-0043,Electrical,,,,Zohaib Tariq
LEADER DESIGN & CONSTRUCTION CORP,1214 SABAL DRIVE,SAN JOSE,CA,95132,960849,(408) 258-6990,General,,,,Zohaib Tariq
LEADER DESIGN & CONSTRUCTION CORP,1214 SABAL DRIVE,SAN JOSE,CA,95132,960849,(408) 258-6990,Electrical,,,,Rehan
LEADER DESIGN & CONSTRUCTION CORP,1214 SABAL DRIVE,SAN JOSE,CA,95132,960849,(408) 258-6990,HVAC,,,,Rehan
LEADER DESIGN & CONSTRUCTION CORP,1214 SABAL DRIVE,SAN JOSE,CA,95132,960849,(408) 258-6990,Plumbing,,,,Rehan
LEADING EDGE CONSTRUCTION SERVICES INC,84 W SANTA CLARA ST SUITE 700,SAN JOSE,CA,95113,1023445,(408) 809-0821,General,https://www.l-edge.net/,info@l-edge.net,,Zohaib Tariq
LEAL LANDSCAPE,936 GRETCHEN LANE,SAN JOSE,CA,95117,1115422,(408) 628-9948,Landscaping,,,,Zohaib Tariq
LECA CONSTRUCTION INC,24 E 25TH AVE 2,SAN MATEO,CA,94403,974597,(650) 595-2106,General,,,,Zohaib Tariq
LECUT CONSTRUCTION INC,1762 TECHNOLOGY DR #204,SAN JOSE,CA,95110,1080990,(951) 476-9262,General,https://www.lecut.co/,office@lecut.co,,Zohaib Tariq
LEE CHON MAN,3300 NARVAEZ AVE SPC 37,SAN JOSE,CA,95136,758725,(408) 234-9199,General,,,,Zohaib Tariq
LEE CHON MAN,3300 NARVAEZ AVE SPC 37,SAN JOSE,CA,95136,758725,(408) 234-9199,Fire Protection,,,,Rehan
LEE CHON MAN,3300 NARVAEZ AVE SPC 37,SAN JOSE,CA,95136,758725,(408) 234-9199,Plumbing,,,,Rehan
LEE JOHN GARDEN SERVICE,1683 KLIPSPRINGER DR,SAN JOSE,CA,95124,331233,(408) 267-8737,Landscaping,,,,Zohaib Tariq
LEE SEUNGHAN,1544 MAURICE LANE #31,SAN JOSE,CA,95129,1009306,(669) 262-0582,General,,,,Zohaib Tariq
LEE's CONSTRUCTION,40 HARRIET AVE,SAN JOSE,CA,95127,698526,(408) 667-0939,General,,,,Zohaib Tariq
LEE's PAINTING,692 CONNIE AVE,SAN MATEO,CA,94402,862809,(650) 430-4808,Painting,,,,Zohaib Tariq
LEFAVER SCOTT,760 CHAPMAN STREET,SAN JOSE,CA,95126,533091,(408) 292-9438,General,,,,Zohaib Tariq
LEFCO INC,1650 LAS PLUMAS AVE STE G,SAN JOSE,CA,95133,313346,(408) 729-4800,HVAC,,,,Zohaib Tariq
LEFT COAST CONTRACTORS,1336 ANTONIO LANE,SAN JOSE,CA,95117,954735,(408) 315-5329,General,,,,Zohaib Tariq
LEFT COAST MECHANICAL HEATING & AIR,955 FOXCHASE DR APT 532,SAN JOSE,CA,95123,1092267,(408) 357-4107,HVAC,,,,Zohaib Tariq
LEGACY BUILDING & DESIGN LLC,4021 PARK CENTER LANE APT A,FREMONT,CA,94538,1092801,(510) 754-9126,General,,,,Zohaib Tariq
LEGACY PLUMBING & ROOTER INC,3470 BLENHAIM LANE,SAN JOSE,CA,95121,1078602,(408) 797-7044,Plumbing,,,,Zohaib Tariq
LEGACY ROOFING & WATERPROOFING INC,1698 ROGERS AVE #10,SAN JOSE,CA,95112,802656,(408) 467-0150,General,https://www.legacyroofing.net/,robert1@legacyroofing.net,,Zohaib Tariq
LEGACY ROOFING & WATERPROOFING INC,1698 ROGERS AVE #10,SAN JOSE,CA,95112,802656,(408) 467-0150,Roofing,,,,Rehan
LEGEND BUILDERS INC,2416 QUIMBY ROAD,SAN JOSE,CA,95148,892185,(408) 592-8563,General,,,,Zohaib Tariq
LEGEND CONSTRUCTION,13579 MARMONT WAY,SAN JOSE,CA,95127,1058576,(408) 239-9121,General,,,,Zohaib Tariq
LEGEND CONSTRUCTION INC,1460 LEXINGTON AVENUE,SAN MATEO,CA,94402,805708,(650) 678-6118,General,,,,Zohaib Tariq
LEGEND CONSTRUCTION LLC,4619 CENTRAL AVE,FREMONT,CA,94536,1072850,(510) 493-8119,General,,,,Zohaib Tariq
LEILABI MEHRAN,1200 RANCHERO WY APT 86,SAN JOSE,CA,95117,978316,(949) 899-3114,General,,,,Zohaib Tariq
LEIRO HAAKON,615-YALE DRIVE,SAN MATEO,CA,94402,316837,(650) 504-3302,General,,,,Zohaib Tariq
LEISURE PRODUCTS SYSTEMS,64 BARNARD AVENUE,SAN JOSE,CA,95112,250358,(408) 294-1594,General,https://www.lps1962.com/contact/,lpskevin@outlook.com,,Zohaib Tariq
LEMON REMODELING,437 W SAN CARLOS STREET,SAN JOSE,CA,95110,1034049,(408) 883-0191,General,https://lemonremodeling.com/,info@lemonremodeling.com,,Zohaib Tariq
LEMUS PLUMBING,420 STUDIO CIRCLE APT 4,SAN MATEO,CA,94401,1123543,(650) 771-8500,Plumbing,https://www.lemusplumbing.com/,hello@lemusplumbing.com,,Zohaib Tariq
LENCI ALBERT W CONSTRUCTION,198 TELLES LANE,FREMONT,CA,94539,755598,(510) 226-6034,General,,,,Zohaib Tariq
LEO CONSTRUCTION BUILDERS INC,2825 GLEN DECKER CT,SAN JOSE,CA,95148,1040253,(408) 420-7569,General,,,,Zohaib Tariq
LEONARD AND CO INC,"711 CHARCOT AVE, STE A",SAN JOSE,CA,95131,536650,(408) 934-8304,General,,,,Zohaib Tariq
LEQUIEU ENTERPRISES,399 NORTH 9TH STREET,SAN JOSE,CA,95112,623556,(408) 802-9338,General,,,,Zohaib Tariq
LERA COMPANY,105 BIRCH LANE,SAN JOSE,CA,95127,906357,(408) 569-9249,Demolition,,,,Zohaib Tariq
LERNER AARON GENERAL CONTRACTOR,1569 MARIETTA,SAN JOSE,CA,95118,927537,(650) 222-5833,General,,,,Zohaib Tariq
LESLIE FLOORING,5633 BEGONIA DRIVE,SAN JOSE,CA,95124,615211,(408) 448-3041,Flooring,,,,Zohaib Tariq
LET's BUILD IT CONSTRUCTION INC,733 N 6TH STREET,SAN JOSE,CA,95112,1085079,(408) 805-9066,General,,,,Zohaib Tariq
LEUNG BENNY,1358 MORRILL AVENUE,SAN JOSE,CA,95132,1057047,(408) 259-5493,General,,,,Zohaib Tariq
LEVEL CONSTRUCTION LLC,14451 BRANHAM LANE,SAN JOSE,CA,95124,1098687,(408) 628-8958,General,,,,Zohaib Tariq
LEVEL LINE CONSTRUCTION,2948 LAMBETH CT,SAN JOSE,CA,95132,957866,(408) 318-9055,General,,,,Zohaib Tariq
LEVEL PROPERTY,P O  BOX 25136,SAN MATEO,CA,94402,1104138,(650) 569-0807,General,,,,Zohaib Tariq
LEWIS AND TIBBITTS INC,1470 INDUSTRIAL AVE,SAN JOSE,CA,95112,281666,(408) 925-0220,General,https://diglt.com/,Ljenkins@diglt.com,,Zohaib Tariq
